AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,Frontal,Temporal,Parietal,Occipital,Fronto-central,Participant,Game,Emotion
13.4807,-21.7668,-11.9911,35.1576,60.1042,-54.2,17.7634,-33.8867,10.307,13.7798,15.7347,5.2151,16.3291,12.8504,3.4641,14.58975,10.4749,12.0434,-8.061649999999998,S21,G1,Boredom
26.7719,-18.979,-9.7899,18.9481,46.8923,-56.3803,14.2283,-45.1874,-4.4114,2.5817,0.69065,4.4089,14.8561,24.6485,1.2438500000000008,19.7523,2.549775,-0.9148500000000002,-15.479549999999998,S21,G1,Boredom
30.3269,-20.8033,-9.203,12.6499,44.0783,-47.0709,5.4731,-43.4641,-1.406,-2.5122,-7.4756,13.0334,12.9767,9.0696,1.662983333333333,11.02315,2.7789,-1.9591,-18.9955,S21,G1,Boredom
23.5683,-12.641,-14.5773,18.805,45.3841,-30.1467,12.0587,-29.0037,5.5924,8.5036,-11.9661,7.3124,7.2591,15.7109,5.0654,11.485,-2.3268500000000003,7.048,-8.4725,S21,G1,Boredom
19.1911,-9.9071,-3.8252,20.6397,54.5146,-22.6833,25.4352,-25.288,12.1718,22.0934,-8.2851,5.8866,3.8605,11.8052,9.654966666666668,7.83285,-1.19925,17.1326,0.073599999999999,S21,G1,Boredom
6.1862,-18.2027,-3.5961,11.4997,49.2682,-30.2118,17.7111,-35.6233,15.3921,13.5823,3.078,10.4724,0.66587,-3.0031,2.490583333333333,-1.168615,6.7752,14.4872,-8.956100000000001,S21,G1,Boredom
-5.5438,-13.6528,-13.7516,7.353,39.8918,-14.2991,9.2406,-32.9916,20.8898,4.3711,6.3501,9.3499,4.0827,-4.0332,-0.0004166666666656,0.02475,7.85,12.63045,-11.8755,S21,G1,Boredom
6.1476,-3.4498,-12.4323,17.2831,38.9801,0.65885,14.119,-16.9121,19.1421,12.5051,-6.3782,4.3436,2.356,6.5801,7.864591666666667,4.46805,-1.0172999999999996,15.8236,-1.3965499999999995,S21,G1,Boredom
16.1505,-1.7616,-10.2051,15.7523,28.2445,3.5342,14.7531,-9.2553,4.6583,5.334,-17.3548,-2.3368,-11.8854,2.728,8.619133333333332,-4.5787,-9.8458,4.99615,2.7489,S21,G1,Boredom
15.6753,-2.1496,-8.1106,8.3865,23.0926,13.6929,11.3982,-4.2552,3.8851,-8.3203,-2.9782,-2.6913,-22.7543,0.09458,8.431183333333333,-11.32986,-2.83475,-2.2176,3.5714999999999995,S21,G1,Boredom
15.7223,-3.0082,-18.4895,1.9563,16.7685,6.9453,1.8247,-12.8894,1.6769,-11.7721,5.1025,-6.4808,-7.2891,-5.8371,3.315783333333333,-6.5631,-0.6891500000000002,-5.0476,-5.53235,S21,G1,Boredom
28.8789,11.0004,-19.3561,9.7409,10.8239,9.4921,2.7028,-12.1161,-0.39965,-7.1148,-6.0692,-8.067,7.2483,-10.4255,8.430016666666667,-1.5885999999999996,-7.0681,-3.757225,-4.70665,S21,G1,Boredom
35.7652,16.2678,-9.3047,5.2059,7.2114,23.0226,6.4921,0.46442,3.5758,-8.6634,-3.7295,-6.595,-7.2866,-10.7879,13.028033333333331,-9.03725,-5.16225,-2.5438,3.47826,S21,G1,Boredom
19.5193,2.944,-10.2277,-8.4417,-3.593,20.8751,2.6453,-4.9967,7.806,-11.6009,7.8536,-4.718,-20.9494,-7.6718,3.5126666666666666,-14.3106,1.5678,-1.89745,-1.1756999999999995,S21,G1,Boredom
10.7171,5.2371,-16.0348,-1.5144,-8.8097,19.1297,0.016861,-2.2271,1.9054,-6.46,-1.0135,-0.9777,-16.729,6.8885,1.4541666666666666,-4.920249999999999,-0.9956,-2.2773,-1.1051195,S21,G1,Boredom
16.4944,11.3432,-14.5785,-7.8439,-10.7514,32.082,-5.4169,7.2903,-11.5447,-7.5542,-15.0526,-6.3518,-4.3659,20.5752,4.457633333333333,8.10465,-10.7022,-9.54945,0.9367,S21,G1,Boredom
20.9379,3.2543,0.39624,-13.794,-10.6,35.8116,0.34133,2.4081,-4.4312,-9.5707,-17.8291,-8.4404,-10.5247,5.2406,6.001006666666666,-2.64205,-13.13475,-7.00095,1.374715,S21,G1,Boredom
16.7177,10.9606,9.4843,1.1337,-2.0615,23.7854,13.161,-6.6264,8.6757,-5.0449,-6.8827,0.95601,-18.7833,-0.778,10.003366666666665,-9.78065,-2.963345,1.8154000000000003,3.2673,S21,G1,Boredom
10.7761,15.2425,-0.9618,-1.1808,-1.9379,17.4197,-0.46927,2.6607,6.1801,-4.7422,-2.5178,-2.0648,-15.6803,-8.6324,6.559633333333333,-12.15635,-2.2913,0.71895,1.095715,S21,G1,Boredom
4.203,0.22791,-11.7701,-15.21,-11.6991,13.4115,-14.5411,16.3296,-3.0807,-9.3967,-3.3547,-15.7695,-5.8495,-22.2145,-3.472798333333333,-14.032,-9.5621,-6.2387,0.8942499999999995,S21,G1,Boredom
2.9628,-8.4043,-9.0874,-10.0754,-9.0217,25.4469,-8.4582,18.3138,0.067134,-3.8939,-2.1654,-7.9084,5.3666,-9.7451,-1.3631833333333343,-2.1892500000000004,-5.0369,-1.913383,4.9278,S21,G1,Boredom
-0.67219,-4.4428,-11.0129,-17.8667,-2.0606,28.3649,-9.4329,3.8797,5.4954,-5.1425,-4.5053,-1.014,8.5018,-3.7281,-1.2817150000000008,2.38685,-2.75965,0.17645,-2.7766,S21,G1,Boredom
0.35613,3.7253,-7.3881,-16.7942,5.9656,15.7979,-1.952,0.68391,8.1296,3.0686,-3.247,1.0223,8.9797,-10.4185,0.277105,-0.7194000000000003,-1.11235,5.5991,-0.634045,S21,G1,Boredom
3.792,0.045469,-12.3771,-12.3293,-1.7997,0.75007,4.5859,1.1366,0.23359,6.3417,-17.1521,-5.4588,1.0327,-13.2497,-3.6530935,-6.1085,-11.30545,3.2876450000000004,2.86125,S21,G1,Boredom
16.8993,-4.4025,-12.1287,-19.9858,3.7401,2.9515,0.85302,3.5377,0.71287,-3.4226,-24.7421,-8.589,2.4524,-4.0594,-2.15435,-0.8035000000000001,-16.66555,-1.354865,2.19536,S21,G1,Boredom
17.3671,-1.6691,-5.9682,-22.2434,8.9485,6.2322,-4.6309,5.7947,-2.7867,-7.6615,-17.8238,-6.5919,6.7505,-0.35901,0.4445166666666664,3.195745,-12.20785,-5.2241,0.5819000000000001,S21,G1,Boredom
12.8673,2.8763,-2.1534,-6.8088,1.0038,3.389,3.0557,15.8193,-6.0763,-1.77,-11.3226,-1.7512,5.8513,12.0098,1.8623666666666667,8.93055,-6.5369,-3.92315,9.4375,S21,G1,Boredom
18.5165,8.1365,-7.4569,6.1684,-1.5267,2.6914,5.3416,18.3269,-2.2549,-5.1206,-13.1125,-4.1154,7.9695,18.697,4.4215333333333335,13.33325,-8.61395,-3.68775,11.83425,S21,G1,Boredom
11.9728,1.2271,-12.4423,-7.5365,8.9372,3.0242,0.57586,5.8675,-2.6138,-10.2461,-11.8315,-12.2647,1.071,3.4752,0.8637500000000001,2.2731,-12.0481,-6.42995,3.22168,S21,G1,Boredom
-2.5746,-6.7486,-3.7937,-9.0594,16.303,2.8427,14.6413,-1.3981,9.396,0.24665,1.719,-9.5538,-8.8712,-10.8333,-0.5050999999999995,-9.85225,-3.9174,4.821325000000001,6.6216,S21,G1,Boredom
-1.9259,-10.788,-2.0834,-7.0341,10.8795,4.1539,24.8507,-1.8084,16.241,3.6886,8.037,-5.5228,5.761,-13.591,-1.1329999999999998,-3.915,1.2571000000000003,9.9648,11.52115,S21,G1,Boredom
3.1282,-7.1781,-7.8854,-7.6005,9.2393,7.8557,10.5191,-3.6759,7.3645,3.4673,3.6029,-12.106,19.5154,-15.7395,-0.4067999999999998,1.88795,-4.25155,5.4159,3.4216,S21,G1,Boredom
-2.4923,-1.3147,-3.9555,-9.6137,5.2272,7.8776,5.4427,-4.9362,6.4284,3.7535,5.856,-13.8489,7.9245,-23.1909,-0.7119000000000001,-7.633199999999999,-3.99645,5.090949999999999,0.25325,S21,G1,Boredom
-1.3548,-4.1988,3.1959,-9.0364,0.963,7.4054,10.0551,-0.68945,9.0057,-1.4107,5.5051,-7.0914,-6.651,-7.6994,-0.5042833333333337,-7.1752,-0.7931500000000002,3.7975,4.682824999999999,S21,G1,Boredom
2.1838,-7.4042,-2.4282,-8.9889,3.374,10.4184,8.9581,-0.15433,2.0456,0.15522,-8.9252,-10.1232,3.4028,-3.0637,-0.4741833333333331,0.1695500000000001,-9.5242,1.10041,4.401885,S21,G1,Boredom
-1.4045,0.44837,-13.6418,-18.8204,-2.2607,11.2745,-2.9387,1.3362,-6.4739,-5.2864,-17.0083,-10.0096,7.6434,-16.9799,-4.067421666666666,-4.6682500000000005,-13.50895,-5.88015,-0.8012499999999999,S21,G1,Boredom
1.149,10.7928,-4.4279,-15.2219,-0.64333,8.1288,-9.1836,15.356,-3.6162,-5.4634,-5.6165,-1.0137,-5.1624,-5.8126,-0.0370883333333331,-5.4875,-3.3151,-4.5398,3.0862,S21,G1,Boredom
-0.89541,-1.7083,-0.21077,-9.3696,5.3218,9.6166,-7.6446,2.8044,-5.3747,-6.1236,-11.206,-11.8179,-18.6813,8.6362,0.4590533333333333,-5.02255,-11.51195,-5.74915,-2.4201,S21,G1,Boredom
0.1463,1.3581,-2.1736,-10.783,7.9655,23.1396,-1.2594,3.6241,0.87523,-1.8047,-10.5332,-15.0594,-4.7193,2.9085,3.2754833333333337,-0.9053999999999998,-12.7963,-0.464735,1.18235,S21,G1,Boredom
-3.3202,7.6969,-4.5125,-16.5563,2.0548,31.8511,1.2864,17.5067,6.2555,0.77283,1.4576,-11.6866,9.6638,-11.366,2.8689666666666667,-0.8510999999999997,-5.1145000000000005,3.514165,9.39655,S21,G1,Boredom
-12.5043,-2.1482,-10.6625,-10.1306,1.4378,15.84,0.71448,8.2828,6.3739,1.2202,1.8639,-11.4791,17.703,-24.784,-3.027966666666666,-3.5405,-4.807600000000001,3.79705,4.49864,S21,G1,Boredom
-8.2973,-4.4886,-17.4305,-7.0535,-2.1053,18.1245,-2.7852,-3.573,13.3993,-0.33474,-5.6557,-2.3951,11.2081,-11.3953,-3.541783333333333,-0.0936000000000003,-4.0254,6.53228,-3.1791,S21,G1,Boredom
-15.701,-2.2437,-13.4217,-12.5568,-11.8565,27.9021,-1.6301,10.7414,12.5958,-2.2902,0.61014,2.6877,14.4861,3.3884,-4.646266666666667,8.93725,1.64892,5.1528,4.55565,S21,G1,Boredom
-25.6245,-2.1091,-18.5424,-14.7669,-21.0231,21.2895,-0.54475,24.1969,0.97451,-1.1643,5.5121,-10.3142,12.6295,0.93817,-10.129416666666666,6.783835,-2.40105,-0.0948949999999999,11.826075,S21,G1,Boredom
-12.7277,9.3758,-23.8506,-11.4111,-13.341,22.4809,0.96921,18.7445,3.3848,0.38684,-1.2394,-9.2016,-2.2283,-6.5264,-4.912283333333334,-4.37735,-5.2205,1.88582,9.856855,S21,G1,Boredom
-11.9645,18.6917,-21.4316,-13.6895,-9.5775,24.096,-2.052,15.6443,6.1457,-5.5629,-10.0541,-2.7229,-16.1946,7.9652,-2.312566666666667,-4.114700000000001,-6.3885000000000005,0.2913999999999999,6.79615,S21,G1,Boredom
-20.1362,8.6797,-18.1697,-17.8067,-9.9904,24.6262,2.0222,19.6451,9.728,-3.2531,2.4022,-5.5231,-13.1983,12.1553,-5.466183333333333,-0.5214999999999996,-1.56045,3.23745,10.83365,S21,G1,Boredom
-13.9895,-3.6941,-25.97,-21.6777,-16.3055,21.1727,-6.9887,17.4789,4.2058,-0.095395,2.258,-7.1667,1.6936,-2.674,-10.07735,-0.4901999999999999,-2.45435,2.0552025,5.2451,S21,G1,Boredom
-4.2596,2.4545,-25.3994,-18.4011,-27.1802,18.9148,-13.4839,17.4177,-6.9121,-4.0407,-10.718,3.1404,2.3085,9.6105,-8.978499999999999,5.9595,-3.7888,-5.4764,1.9669,S21,G1,Boredom
-5.4858,8.7275,-13.5041,-21.7423,-28.0186,20.2492,1.4251,14.8909,-4.0281,-6.2675,-12.5451,12.3357,-3.2627,23.1338,-6.629016666666668,9.93555,-0.1047000000000002,-5.1478,8.158,S21,G1,Boredom
-6.6379,0.79562,-12.2001,-27.846,-24.8562,17.5529,5.0192,7.5767,-0.32916,-6.3852,-6.3592,5.1758,-12.4503,11.5973,-8.86528,-0.4264999999999999,-0.5917000000000003,-3.35718,6.29795,S21,G1,Boredom
-3.2771,-4.1907,-16.4066,-18.2732,-17.4379,21.4383,-6.1475,15.0241,-2.2854,-1.0636,-4.0026,-0.074263,-7.7532,-3.1986,-6.357866666666666,-5.475899999999999,-2.0384315,-1.6745,4.4383,S21,G1,Boredom
-12.4642,-5.421,-15.9165,-20.6336,-17.8733,21.6338,-3.3084,19.5554,0.321,0.48199,-11.1703,-6.4901,1.1083,0.72112,-8.4458,0.91471,-8.8302,0.401495,8.1235,S21,G1,Boredom
-20.1127,-6.5775,-11.5037,-26.8043,-21.2462,22.805,6.2729,16.9003,5.7345,1.9348,-4.0798,-6.5949,-6.3665,14.7779,-10.573233333333333,4.2057,-5.33735,3.83465,11.5866,S21,G1,Boredom
-25.8195,-6.1828,-16.7405,-26.1836,-19.9714,30.3262,-2.993,21.8133,-1.5241,1.8187,-0.87147,-5.2108,-20.0845,17.077,-10.761933333333332,-1.5037499999999984,-3.041135,0.1473,9.410150000000002,S21,G1,Boredom
-10.1703,8.2882,-16.7241,-23.6246,-15.8101,39.3717,-7.7524,33.3446,-2.4197,-1.2534,-9.7092,-4.8986,-6.755,18.0279,-3.111533333333334,5.63645,-7.3039,-1.83655,12.7961,S21,G1,Boredom
4.5399,20.8547,-9.2999,-24.6769,-13.3793,39.4792,1.1094,32.8262,6.1213,-1.672,-16.5349,-4.1109,7.7503,19.4159,2.9196166666666667,13.5831,-10.3229,2.22465,16.9678,S21,G1,Boredom
-1.2144,17.1337,-11.2107,-24.6775,-14.0578,33.6532,5.4877,32.3379,4.2727,-1.0779,-19.9876,-4.358,3.0629,4.9167,-0.0622499999999999,3.9898,-12.1728,1.5974000000000002,18.9128,S21,G1,Boredom
6.2668,25.489,-5.1057,-9.8625,-9.758,42.0057,5.6522,42.7444,6.4852,0.46805,-13.3561,-5.5778,-11.2209,2.1519,8.17255,-4.5345,-9.46695,3.476625,24.1983,S21,G1,Boredom
18.2376,35.3189,0.6329,-4.826,-19.5434,36.0281,-8.0222,34.7474,8.5658,-4.9923,-20.9505,-16.6024,-8.3007,-4.3979,10.974683333333331,-6.3493,-18.77645,1.7867499999999996,13.3626,S21,G1,Boredom
17.6375,39.6201,2.0767,-0.091209,-21.8285,28.4337,-9.0227,27.2298,3.6066,-8.1505,-22.1627,-13.137,2.5686,-9.5668,10.974715166666668,-3.4991000000000003,-17.64985,-2.2719499999999995,9.10355,S21,G1,Boredom
9.171,35.7616,-11.3823,-5.518,-19.0366,27.2214,-1.0721,32.0168,-2.0421,-10.1303,-13.4247,-4.9405,-11.6855,-0.59609,6.036183333333334,-6.140795,-9.1826,-6.0862,15.472350000000002,S21,G1,Boredom
2.6947,31.6408,-11.6873,-10.1255,-14.9309,34.4777,13.0922,36.0228,11.9085,-0.63291,-0.76615,-0.69308,-14.1697,11.2927,5.344916666666665,-1.4385000000000003,-0.729615,5.637795,24.5575,S21,G1,Boredom
-9.8147,24.3092,-7.5293,-11.9877,-16.5048,32.9028,3.639,21.5137,13.6637,2.8623,-4.1774,-4.1087,-4.9242,-1.7326,1.8959166666666665,-3.3284,-4.14305,8.263,12.57635,S21,G1,Boredom
-1.8176,31.2464,-0.65677,-2.8726,-12.0572,27.4714,-6.9511,22.6926,10.3742,2.1968,2.494,-3.3685,-3.147,9.7307,6.885605000000001,3.29185,-0.4372499999999999,6.2855,7.870749999999999,S21,G1,Boredom
7.182,27.3966,2.3461,-6.6513,-6.3952,25.824,3.344,35.431,11.7277,1.0775,15.1849,-4.1539,-5.9207,23.2468,8.283700000000001,8.66305,5.5155,6.4026000000000005,19.3875,S21,G1,Boredom
0.32983,17.3565,-3.2274,-20.3522,-13.4193,29.7073,5.6126,35.5035,7.5663,1.5061,8.841,-2.4229,-1.1212,10.2213,1.7324550000000003,4.55005,3.2090499999999995,4.5362,20.55805,S21,G1,Boredom
-4.6285,15.3276,-8.9598,-17.3774,-19.5287,32.8634,-0.65021,31.3973,0.19877,-2.5352,4.3596,1.6735,6.8491,-1.2566,-0.3839000000000006,2.79625,3.01655,-1.168215,15.373545,S21,G1,Boredom
-5.3383,13.4204,-10.3982,-18.3108,-16.381,34.8426,-6.5382,35.4404,-4.7517,-6.3342,2.1229,5.5241,2.4871,12.9188,-0.3608833333333336,7.702949999999999,3.8235,-5.542949999999999,14.4511,S21,G1,Boredom
-11.9325,10.6392,-15.7013,-31.0411,-20.3376,30.7761,-15.0355,28.3745,-4.4666,-9.9051,-12.1044,4.2051,-11.7621,23.7248,-6.2662,5.981349999999999,-3.94965,-7.185849999999999,6.6695,S21,G1,Boredom
-2.8203,17.4087,-7.3505,-18.8074,-14.6721,26.4603,-3.762,25.1903,4.1967,-4.8656,-25.4782,4.4461,-20.1697,8.2013,0.0364499999999997,-5.9842,-10.51605,-0.3344499999999999,10.71415,S21,G1,Boredom
9.2015,20.3156,-0.98293,-6.8129,-7.8653,27.8366,7.3288,35.5324,-1.9816,2.3404,-19.9503,-3.7222,-6.1185,9.4624,6.948761666666667,1.6719500000000005,-11.83625,0.1793999999999999,21.4306,S21,G1,Boredom
8.6499,25.0232,-0.92442,-6.4046,-4.4303,36.043,4.9135,43.278,-4.8257,5.163,-9.8632,-9.4254,8.3487,22.9947,9.659463333333331,15.6717,-9.6443,0.1686499999999999,24.09575,S21,G1,Boredom
3.1914,33.3989,-1.8565,-5.0328,-4.1645,38.8199,-3.2833,37.7178,7.3169,7.8167,-14.21,-7.8724,21.9477,17.3925,10.726066666666666,19.6701,-11.0412,7.566800000000001,17.21725,S21,G1,Boredom
3.0009,25.4689,-3.7201,-4.7299,-10.8291,34.5147,-7.0373,30.5162,2.9268,4.3842,-23.2354,-4.4365,6.5309,3.5084,7.284233333333333,5.01965,-13.83595,3.6555,11.73945,S21,G1,Boredom
0.84483,17.0263,-9.4239,-10.3731,-19.0694,27.5053,-6.6151,23.7467,-11.0778,4.1212,-21.8413,-4.1703,-7.961,8.2365,1.0850049999999996,0.1377499999999996,-13.0058,-3.4783,8.5658,S21,G1,Boredom
-3.6506,21.4379,-16.2667,-11.232,-19.4065,25.3612,-6.712,23.8032,-2.0164,6.3436,-15.0976,-6.3898,-7.9771,12.188,-0.626116666666667,2.1054500000000003,-10.7437,2.1636,8.5456,S21,G1,Boredom
6.9397,23.6084,-9.8585,-4.1387,-4.1421,29.2714,-0.87741,26.8193,12.2046,4.4813,-14.6859,-4.5247,-7.0052,1.0845,6.9467,-2.96035,-9.6053,8.34295,12.970945,S21,G1,Boredom
11.4623,16.2654,-7.291,-5.865,-1.6953,28.504,-2.7993,23.2356,6.7556,-2.7016,-17.7553,-5.2412,-20.6849,-13.0806,6.896733333333334,-16.88275,-11.49825,2.027,10.21815,S21,G1,Boredom
6.8236,15.2895,-7.8415,-6.5006,-6.5321,28.7688,-1.6439,25.7925,-1.5518,3.3865,-10.7639,-2.9508,-10.2818,-8.0733,5.001283333333333,-9.17755,-6.85735,0.91735,12.0743,S21,G1,Boredom
1.9694,16.8419,-2.9258,-11.5438,-18.4875,17.6594,-0.063004,18.8126,-3.9284,5.6531,-15.5504,-5.2435,-5.2201,6.5111,0.5856,0.6454999999999997,-10.39695,0.8623500000000002,9.374798,S21,G1,Boredom
6.7893,16.8193,-0.77471,-11.8392,-27.2562,8.6973,-1.0472,13.7324,-9.6192,0.37487,-18.5689,-1.9658,-5.8949,20.2204,-1.2607016666666668,7.162750000000001,-10.26735,-4.622165,6.3426,S21,G1,Boredom
8.3579,14.8217,-5.6677,-12.1163,-20.6823,15.09,0.99066,22.7855,-1.14,0.35238,-6.5892,-6.7864,0.38529,4.9072,-0.0327833333333336,2.646245,-6.6878,-0.3938099999999999,11.88808,S21,G1,Boredom
5.3867,16.4021,-5.8209,-10.8956,-14.9961,24.5564,1.425,24.8756,9.3001,2.801,-1.7491,-20.4792,-2.1071,-9.4872,2.438766666666667,-5.79715,-11.11415,6.05055,13.1503,S21,G1,Boredom
6.0515,17.3935,3.4188,-8.2664,-12.1204,21.1075,3.3159,16.469,-0.14788,1.6449,-3.6196,-28.3623,-10.8702,-5.9545,4.597416666666667,-8.41235,-15.990950000000002,0.74851,9.89245,S21,G1,Boredom
6.6759,18.325,3.2127,-0.85586,-7.4426,15.89,11.0181,18.4444,-2.114,0.55871,-2.4149,-12.5606,-1.3285,1.3173,5.967523333333333,-0.0056,-7.48775,-0.7776449999999999,14.73125,S21,G1,Boredom
-7.8246,14.7562,-11.08,-6.2373,-8.4773,21.3569,4.9252,19.807,-1.4939,-0.95656,-5.7268,2.293,5.172,4.695,0.41565,4.9335,-1.7169,-1.22523,12.3661,S21,G1,Boredom
-17.4546,16.8343,-2.7355,-17.7161,0.92085,26.0015,8.5797,22.5696,1.5592,11.9414,1.5313,-7.7712,4.8617,4.4133,0.9750750000000004,4.637499999999999,-3.11995,6.7503,15.574650000000002,S21,G1,Boredom
-3.073,16.318,11.5286,-18.1344,3.3353,10.3414,13.4982,19.7341,0.97191,10.7312,1.9332,-10.7622,0.12521,-4.2473,3.385983333333334,-2.061045,-4.4145,5.851554999999999,16.61615,S21,G1,Boredom
11.2114,10.8946,6.6145,-7.6626,-6.2486,-4.379,5.2805,13.1173,4.3704,-4.0127,-6.5791,-4.6837,-3.3396,-4.4867,1.7383833333333334,-3.91315,-5.6314,0.1788500000000001,9.1989,S21,G1,Boredom
-3.5613,6.2895,-5.635,-5.2273,-7.8496,-1.5974,-3.9264,13.3173,9.0472,6.8708,-7.1723,-2.4272,-1.1641,-6.193,-2.9301833333333334,-3.67855,-4.79975,7.959,4.695449999999999,S21,G1,Boredom
-17.4476,-0.50819,-19.3969,-16.2734,-10.8354,-15.6016,-13.0746,8.074,-2.8545,15.8423,-7.2353,-7.7143,-1.5876,-13.2292,-13.343848333333334,-7.4084,-7.4748,6.4939,-2.5003,S21,G1,Boredom
-24.5251,-1.9599,-17.9621,-19.7418,3.9147,-28.7655,-1.9193,6.1073,9.6636,9.4595,1.5946,-2.8067,1.9645,0.89889,-14.839950000000002,1.431695,-0.6060500000000001,9.56155,2.0940000000000003,S21,G1,Boredom
-10.7072,-5.2991,-7.5006,-13.1245,17.7798,-41.1396,2.6411,-6.6054,23.1838,4.4467,8.9068,-1.1565,6.2914,14.945,-9.998533333333333,10.6182,3.87515,13.81525,-1.9821500000000003,S21,G1,Boredom
-5.62,-5.4749,-0.63028,1.763,30.813,-52.7712,0.01293,-20.3091,11.6433,12.5757,4.9151,0.39415,16.2852,11.8018,-5.320063333333334,14.0435,2.654625,12.1095,-10.148085,S21,G1,Boredom
-7.2579,-5.1464,1.3835,14.7205,43.0642,-63.7049,5.9391,-32.1539,8.9697,14.7846,-5.2569,3.334,12.3455,1.2166,-2.823500000000001,6.78105,-0.96145,11.87715,-13.1074,S21,G1,Boredom
-2.3776,-8.2949,-1.1692,17.2946,52.2361,-73.9826,4.1006,-44.3247,9.9128,3.5258,-7.4112,-2.2983,-2.4952,-0.33861,-2.7156000000000007,-1.416905,-4.85475,6.7193000000000005,-20.11205,S21,G1,Boredom
11.865,-19.6502,-7.0256,20.2079,56.0155,-83.6437,-5.035,-55.7652,-4.782,-5.5753,0.9355,-14.0135,-1.5808,-0.3183,-3.705183333333333,-0.94955,-6.539000000000001,-5.17865,-30.4001,S21,G1,Boredom
25.2531,-18.965,6.7303,27.3912,64.0139,-92.725,2.6754,-66.5193,-8.6689,1.18,5.3241,-11.6914,12.6141,-7.7075,1.9497500000000016,2.4533000000000005,-3.18365,-3.744450000000001,-31.92195,S21,G1,Boredom
35.0486,-10.4193,11.7592,29.2045,69.5568,-101.2615,4.9841,-68.1346,2.2235,1.6024,-9.0953,-4.5696,21.4633,-19.5923,5.6480500000000005,0.9354999999999992,-6.83245,1.91295,-31.575250000000004,S21,G1,Boredom
35.4149,-7.3249,9.5719,39.7995,76.7432,-106.5728,6.1668,-65.5282,-2.3552,2.988,-16.1802,-1.8262,9.8042,-12.984,7.938633333333333,-1.5899,-9.0032,0.3164,-29.6807,S21,G1,Boredom
33.7843,-17.2567,18.3818,45.8078,72.6319,-91.7822,15.1806,-67.0293,-7.6466,9.229,-2.8616,-7.1494,15.6363,-1.8337,10.261150000000002,6.9013,-5.0055,0.7911999999999995,-25.924350000000004,S21,G1,Boredom
29.7812,-22.1483,30.1195,34.1689,74.2009,-82.3247,22.1718,-63.0075,5.6527,7.6878,-2.6909,-6.7204,18.6491,7.1659,10.632916666666668,12.9075,-4.70565,6.67025,-20.41785,S21,G1,Boredom
29.9703,-17.8549,18.4353,26.1927,71.7249,-69.4822,9.9769,-58.2386,8.278,3.2755,-11.4185,-2.3652,10.6166,19.5775,9.831016666666663,15.09705,-6.89185,5.77675,-24.13085,S21,G1,Boredom
19.2826,-17.7721,3.2291,24.6211,62.4819,-55.4362,-4.4508,-56.7203,4.8178,6.0425,-7.7704,-3.2118,8.9916,12.4768,6.067733333333334,10.7342,-5.4911,5.43015,-30.58555,S21,G1,Boredom
4.0256,-22.1385,-1.1384,23.6381,66.1417,-45.6898,1.2491,-47.8843,13.9116,14.0762,6.7959,4.3897,20.7989,-2.3718,4.139783333333335,9.21355,5.5928,13.9939,-23.3176,S21,G1,Boredom
-6.8105,-30.194,-8.4784,14.8111,60.6915,-35.5401,2.6559,-42.542,6.6566,14.7134,9.0802,11.5341,21.0327,-4.9221,-0.9200666666666676,8.055299999999999,10.30715,10.685,-19.94305,S21,G1,Boredom
3.9694,-29.8632,-3.5244,7.5021,49.6422,-25.011,2.0023,-43.4462,-3.1256,5.4343,-2.8239,0.47075,15.326,9.4733,0.4525166666666672,12.39965,-1.176575,1.1543500000000002,-20.72195,S21,G1,Boredom
17.8313,-13.9714,9.0338,10.5097,50.1204,-18.0785,8.3024,-36.3952,0.51871,-3.288,-5.1238,-6.9653,24.7782,18.511,9.240883333333333,21.6446,-6.04455,-1.384645,-14.046400000000002,S21,G1,Boredom
7.1066,-11.9233,-4.3492,1.9771,35.2602,-19.9564,-4.0488,-34.2115,-8.402,-3.0907,-11.7308,-11.4869,19.3405,3.5722,1.3524999999999998,11.45635,-11.60885,-5.74635,-19.13015,S21,G1,Boredom
3.7172,-24.0489,-5.0763,-1.1055,19.0446,-18.7594,-4.7938,-36.1103,-6.9108,9.9357,-17.9415,-9.8097,4.3506,-4.5446,-4.371383333333333,-0.0969999999999999,-13.8756,1.5124500000000003,-20.45205,S21,G1,Boredom
13.865,-21.1238,6.5876,1.4306,17.6786,-18.1276,3.8896,-36.4124,7.6039,2.9188,-13.4078,-7.7398,-2.3308,3.1363,0.0517333333333335,0.4027499999999999,-10.5738,5.26135,-16.2614,S21,G1,Boredom
15.5029,-15.4116,-0.22793,-1.125,9.2096,-8.6442,-1.7761,-29.7829,4.9007,-1.7011,-6.183,-10.7327,-2.6847,7.3929,-0.1160383333333331,2.3541,-8.45785,1.5997999999999997,-15.7795,S21,G1,Boredom
0.47268,-26.3404,-9.1043,-8.96,-5.4429,-3.1865,-12.5355,-36.886,-8.2344,-6.538,-11.7386,-17.9903,-12.4016,-7.1506,-8.760236666666668,-9.7761,-14.86445,-7.3862,-24.71075,S21,G1,Boredom
4.6663,-13.8949,5.542,-5.4584,6.0201,3.9187,1.0577,-37.6358,2.1372,-13.0598,-3.1317,-14.9353,-7.7065,-6.4506,0.1323,-7.07855,-9.0335,-5.4613,-18.289050000000003,S21,G1,Boredom
